20:32:06,361,181
20:32:07,379,239
20:32:08,383,243
20:32:09,406,262
20:32:10,409,273
20:32:11,421,266
20:32:12,367,241
20:32:13,376,236
20:32:14,345,243
20:32:15,371,243
20:32:16,375,256
20:32:17,376,232
20:32:18,378,247
20:32:19,414,256
20:32:20,404,257
20:32:21,443,283
20:32:22,393,253
20:32:23,368,236
20:32:24,390,260
20:32:25,363,250
20:32:26,425,275
20:32:27,388,255
20:32:28,397,258
20:32:29,408,252
20:32:30,438,261
20:32:31,399,255
20:32:32,407,248
20:32:33,410,253
20:32:34,407,252
20:32:35,376,244
20:32:36,391,254
20:32:37,432,263
20:32:38,361,259
20:32:39,404,260
20:32:40,389,250
20:32:41,375,243
20:32:42,397,250
20:32:43,405,255
20:32:44,384,260
20:32:45,367,240
20:32:46,371,239
20:32:47,375,244
20:32:48,410,261
20:32:49,361,238
20:32:50,386,240
20:32:51,388,253
20:32:52,406,252
20:32:53,423,260
20:32:54,394,253
20:32:55,388,252
20:32:56,381,262
20:32:57,386,255
20:32:58,419,263
20:32:59,362,253
20:33:00,404,271
20:33:01,403,251
20:33:02,422,262
20:33:03,399,258
20:33:04,426,265
20:33:05,414,244
20:33:06,449,276
20:33:07,389,253
20:33:08,385,248
20:33:09,392,259
20:33:10,407,244
20:33:11,426,263
20:33:12,403,249
20:33:13,353,232
20:33:14,397,256
20:33:15,428,277
20:33:16,407,257
20:33:17,372,242
20:33:18,406,257
20:33:19,412,255
20:33:20,383,244
20:33:21,403,243
20:33:22,373,259
20:33:23,400,247
20:33:24,394,241
20:33:25,371,243
20:33:26,348,236
20:33:27,391,253
20:33:28,377,239
20:33:29,368,236
20:33:30,331,226
20:33:31,353,242
20:33:32,369,257
20:33:33,403,259
20:33:34,396,240
20:33:35,381,230
20:33:36,405,249
20:33:37,388,246
20:33:38,427,262
20:33:39,358,237
20:33:40,370,229
20:33:41,350,230
20:33:42,399,247
20:33:43,414,253
20:33:44,415,267
20:33:45,369,251
20:33:46,382,250
20:33:47,410,264
20:33:48,406,259
20:33:49,407,264
20:33:50,426,287
20:33:51,434,269
20:33:52,428,259
20:33:53,442,275
20:33:54,431,266
20:33:55,414,274
20:33:56,394,257
20:33:57,404,263
20:33:58,382,262
20:33:59,379,259
20:34:00,384,252
20:34:01,374,244
20:34:02,346,242
20:34:03,376,254
20:34:04,326,241
20:34:05,388,262
20:34:06,388,256
20:34:07,370,247
20:34:08,381,263
20:34:09,416,254
20:34:10,413,266
20:34:11,382,261
20:34:12,379,261
20:34:13,405,257
20:34:14,377,263
20:34:15,431,269
20:34:16,387,258
20:34:17,368,248
20:34:18,373,242
20:34:19,362,243
20:34:20,375,252
20:34:21,377,241
20:34:22,361,224
20:34:23,367,253
20:34:24,383,255
20:34:25,337,228
20:34:26,366,261
20:34:27,370,257
20:34:28,333,237
20:34:29,358,234
20:34:30,348,240
20:34:31,334,223
20:34:32,372,236
20:34:33,347,240
20:34:34,382,254
20:34:35,372,250
20:34:36,385,239
20:34:37,380,242
20:34:38,354,240
20:34:39,344,235
20:34:40,347,243
20:34:41,378,262
20:34:42,368,247
20:34:43,407,269
20:34:44,387,250
20:34:45,398,246
20:34:46,447,267
20:34:47,367,232
20:34:48,405,249
20:34:49,402,265
20:34:50,367,230
20:34:51,397,255
20:34:52,386,266
20:34:53,414,279
20:34:54,391,244
20:34:55,377,258
20:34:56,417,277
20:34:57,408,246
20:34:58,417,267
20:34:59,391,239
20:35:00,432,270
20:35:01,454,264
20:35:02,432,270
20:35:03,355,238
20:35:04,398,249
20:35:05,388,254
20:35:06,368,246
20:35:07,410,264
20:35:08,430,274
20:35:09,402,264
20:35:10,380,260
20:35:11,385,249
20:35:12,356,232
20:35:13,415,268
20:35:14,433,258
20:35:15,404,251
20:35:16,390,259
20:35:17,387,249
20:35:18,367,245
20:35:19,416,252
20:35:20,440,274
20:35:21,405,261
20:35:22,377,249
20:35:23,372,234
20:35:24,397,250
20:35:25,412,249
20:35:26,387,252
20:35:27,372,250
20:35:28,380,249
20:35:29,385,251
20:35:30,432,291
20:35:31,369,242
20:35:32,397,266
20:35:33,372,250
20:35:34,334,231
20:35:35,397,266
20:35:36,417,274
20:35:37,404,276
20:35:38,358,251
20:35:39,403,270
20:35:40,363,246
20:35:41,396,253
20:35:42,415,259
20:35:43,426,263
20:35:44,458,259
20:35:45,421,253
20:35:46,382,255
20:35:47,404,254
20:35:48,420,263
20:35:49,389,274
20:35:50,339,235
20:35:51,421,269
20:35:52,407,265
20:35:53,461,282
20:35:54,396,263
20:35:55,431,267
20:35:56,474,298
20:35:57,399,248
20:35:58,460,288
20:35:59,416,278
20:36:00,420,271
20:36:01,385,252
20:36:02,409,281
20:36:03,382,272
20:36:04,442,273
20:36:05,413,272
20:36:06,421,273
20:36:07,405,253
20:36:08,389,266
20:36:09,390,250
20:36:10,375,237
20:36:11,403,259
20:36:12,379,244
20:36:13,415,267
20:36:14,407,265
20:36:15,412,249
20:36:16,407,269
20:36:17,446,288
20:36:18,425,269
20:36:19,409,250
20:36:20,382,261
20:36:21,393,257
20:36:22,392,262
20:36:23,363,228
20:36:24,389,266
20:36:25,373,252
20:36:26,378,257
20:36:27,362,230
20:36:28,426,256
20:36:29,373,247
20:36:30,409,256
20:36:31,422,272
20:36:32,395,255
20:36:33,381,254
20:36:34,409,260
20:36:35,379,253
20:36:36,429,267
20:36:37,386,251
20:36:38,358,239
20:36:39,369,243
20:36:40,400,252
20:36:41,371,248
20:36:42,329,228
20:36:43,396,264
20:36:44,450,275
20:36:45,399,246
20:36:46,380,255
20:36:47,370,243
20:36:48,350,231
20:36:49,400,259
20:36:50,410,256
20:36:51,440,284
20:36:52,368,244
20:36:53,398,273
20:36:54,409,270
20:36:55,372,255
20:36:56,381,256
20:36:57,389,273
20:36:58,409,265
20:36:59,450,296
20:37:00,403,272
20:37:01,411,249
20:37:02,415,268
20:37:03,389,257
20:37:04,370,244
20:37:05,428,276
20:37:06,467,288
20:37:07,455,281
20:37:08,446,274
20:37:09,420,278
20:37:10,432,277
20:37:11,426,262
20:37:12,404,261
20:37:13,401,259
20:37:14,428,269
20:37:15,409,258
20:37:16,432,265
20:37:17,400,267
20:37:18,380,235
20:37:19,389,257
20:37:20,360,253
20:37:21,387,259
20:37:22,393,266
20:37:23,379,251
20:37:24,459,281
20:37:25,412,256
20:37:26,382,245
20:37:27,392,256
20:37:28,398,251
20:37:29,409,266
20:37:30,461,269
20:37:31,447,289
20:37:32,405,258
20:37:33,420,273
20:37:34,407,265
20:37:35,413,270
20:37:36,439,270
20:37:37,414,264
20:37:38,400,265
20:37:39,405,273
20:37:40,443,285
20:37:41,422,273
20:37:42,458,286
20:37:43,423,263
20:37:44,429,271
20:37:45,406,254
20:37:46,432,281
20:37:47,432,266
20:37:48,418,255
20:37:49,420,280
20:37:50,439,277
20:37:51,443,263
20:37:52,412,267
20:37:53,412,279
20:37:54,375,247
20:37:55,453,296
20:37:56,401,256
20:37:57,441,279
20:37:58,433,280
20:37:59,450,277
20:38:00,444,275
20:38:01,455,275
20:38:02,418,271
20:38:03,407,244
20:38:04,405,250
20:38:05,357,241
20:38:06,340,245
20:38:07,366,234
20:38:08,373,260
20:38:09,405,257
20:38:10,435,271
20:38:11,427,267
20:38:12,406,255
20:38:13,432,275
20:38:14,414,260
20:38:15,413,258
20:38:16,428,288
20:38:17,463,260
20:38:18,479,263
20:38:19,404,255
20:38:20,445,266
20:38:21,400,256
20:38:22,420,266
20:38:23,404,267
20:38:24,420,270
20:38:25,417,259
20:38:26,394,256
20:38:27,380,250
20:38:28,398,260
20:38:29,415,253
20:38:30,425,278
20:38:31,426,262
20:38:32,401,256
20:38:33,421,273
20:38:34,367,253
20:38:35,390,248
20:38:36,404,239
20:38:37,359,237
20:38:38,403,265
20:38:39,376,246
20:38:40,381,247
20:38:41,364,233
20:38:42,373,255
20:38:43,353,217
20:38:44,414,241
20:38:45,386,235
20:38:46,437,253
20:38:47,391,240
20:38:48,404,243
20:38:49,429,255
20:38:50,456,277
20:38:51,404,248
20:38:52,397,262
20:38:53,403,250
20:38:54,424,264
20:38:55,444,272
20:38:56,429,276
20:38:57,358,235
20:38:58,380,261
20:38:59,414,275
20:39:00,387,246
20:39:01,402,268
20:39:02,371,257
20:39:03,392,256
20:39:04,367,234
20:39:05,404,264
20:39:06,371,256
20:39:07,383,251
20:39:08,393,272
20:39:09,346,236
20:39:10,369,240
20:39:11,336,220
20:39:12,409,242
20:39:13,392,243
20:39:14,380,252
20:39:15,397,257
20:39:16,340,227
20:39:17,354,249
20:39:18,370,258
20:39:19,411,242
20:39:20,384,252
20:39:21,389,238
20:39:22,414,255
20:39:23,419,262
20:39:24,458,251
20:39:25,421,265
20:39:26,426,259
20:39:27,452,281
20:39:28,429,265
20:39:29,412,274
20:39:30,399,256
20:39:31,419,266
20:39:32,422,271
20:39:33,426,268
20:39:34,449,264
20:39:35,458,278
20:39:36,451,294
20:39:37,425,256
20:39:38,434,278
20:39:39,424,275
20:39:40,416,262
20:39:41,457,271
20:39:42,465,292
20:39:43,467,271
20:39:44,457,280
20:39:45,384,243
20:39:46,416,279
20:39:47,455,288
20:39:48,408,256
20:39:49,449,281
20:39:50,427,273
20:39:51,427,282
20:39:52,426,268
20:39:53,388,262
20:39:54,396,268
20:39:55,398,258
20:39:56,393,259
20:39:57,423,258
20:39:58,447,281
20:39:59,394,260
20:40:00,400,260
20:40:01,408,282
20:40:02,436,271
20:40:03,445,285
20:40:04,470,284
20:40:05,447,275
20:40:06,431,276
20:40:07,447,289
20:40:08,424,279
20:40:09,414,264
20:40:10,406,277
20:40:11,400,256
20:40:12,418,267
20:40:13,373,226
20:40:14,388,263
20:40:15,357,242
20:40:16,358,249
20:40:17,434,267
20:40:18,402,236
20:40:19,372,233
20:40:20,414,257
20:40:21,401,260
20:40:22,398,236
20:40:23,385,247
20:40:24,355,215
20:40:25,377,237
20:40:26,418,261
20:40:27,395,255
20:40:28,376,232
20:40:29,391,267
20:40:30,366,262
20:40:31,392,253
20:40:32,406,265
20:40:33,433,283
20:40:34,393,266
20:40:35,387,269
20:40:36,374,251
20:40:37,426,279
20:40:38,419,269
20:40:39,408,251
20:40:40,400,272
20:40:41,400,258
20:40:42,412,260
20:40:43,381,266
20:40:44,384,243
20:40:45,453,265
20:40:46,402,258
20:40:47,407,253
20:40:48,398,250
20:40:49,444,279
20:40:50,422,249
20:40:51,410,254
20:40:52,407,257
20:40:53,392,266
20:40:54,402,227
20:40:55,349,234
20:40:56,390,242
20:40:57,431,257
20:40:58,387,242
20:40:59,423,269
20:41:00,403,272
20:41:01,457,283
20:41:02,414,254
20:41:03,402,241
20:41:04,420,259
20:41:05,450,269
20:41:06,370,233
20:41:07,380,227
20:41:08,402,236
20:41:09,418,258
20:41:10,425,254
20:41:11,400,253
20:41:12,414,269
20:41:13,391,257
20:41:14,416,262
20:41:15,376,246
20:41:16,418,257
20:41:17,403,250
20:41:18,374,244
20:41:19,441,259
20:41:20,432,263
20:41:21,378,249
20:41:22,406,262
20:41:23,395,259
20:41:24,418,273
20:41:25,461,279
20:41:26,423,268
20:41:27,390,262
20:41:28,428,267
20:41:29,417,271
20:41:30,382,246
20:41:31,402,272
20:41:32,426,277
20:41:33,451,282
20:41:34,463,287
20:41:35,458,280
20:41:36,429,280
20:41:37,459,285
20:41:38,433,274
20:41:39,404,269
20:41:40,406,276
20:41:41,436,284
20:41:42,421,277
20:41:43,449,294
20:41:44,453,301
20:41:45,400,270
20:41:46,455,291
20:41:47,452,285
20:41:48,402,264
20:41:49,398,260
20:41:50,450,296
20:41:51,414,279
20:41:52,480,294
20:41:53,439,285
20:41:54,413,272
20:41:55,406,260
20:41:56,430,270
20:41:57,430,282
20:41:58,391,258
20:41:59,440,283
20:42:00,394,254
20:42:01,419,266
20:42:02,443,274
20:42:03,418,254
20:42:04,407,249
20:42:05,437,267
20:42:06,467,279
20:42:07,449,291
20:42:08,418,265
20:42:09,443,292
20:42:10,431,269
20:42:11,428,265
20:42:12,437,282
20:42:13,454,292
20:42:14,431,274
20:42:15,409,267
20:42:16,396,247
20:42:17,464,295
20:42:18,454,277
20:42:19,522,286
20:42:20,449,289
20:42:21,430,266
20:42:22,434,272
20:42:23,414,271
20:42:24,421,261
20:42:25,429,274
20:42:26,399,258
20:42:27,412,257
20:42:28,376,241
20:42:29,427,268
20:42:30,420,278
20:42:31,426,271
20:42:32,389,253
20:42:33,405,251
20:42:34,411,273
20:42:35,398,256
20:42:36,378,245
20:42:37,422,276
20:42:38,459,278
20:42:39,457,282
20:42:40,460,275
20:42:41,458,274
20:42:42,445,279
20:42:43,450,265
20:42:44,447,286
20:42:45,436,266
20:42:46,416,255
20:42:47,455,301
20:42:48,469,282
20:42:49,472,275
20:42:50,397,255
20:42:51,391,260
20:42:52,467,292
20:42:53,433,280
20:42:54,410,270
20:42:55,397,259
20:42:56,422,276
20:42:57,390,243
20:42:58,467,273
20:42:59,465,257
20:43:00,418,261
20:43:01,413,262
20:43:02,420,261
20:43:03,435,277
20:43:04,441,280
20:43:05,440,283
20:43:06,436,268
20:43:07,458,284
20:43:08,417,263
20:43:09,429,274
20:43:10,411,265
20:43:11,440,281
20:43:12,464,285
20:43:13,464,277
20:43:14,462,294
20:43:15,411,256
20:43:16,432,260
20:43:17,361,255
20:43:18,375,238
20:43:19,428,271
20:43:20,420,267
20:43:21,407,256
20:43:22,445,270
20:43:23,382,244
20:43:24,405,255
20:43:25,399,266
20:43:26,375,247
20:43:27,403,267
20:43:28,384,242
20:43:29,393,252
20:43:30,393,248
20:43:31,418,264
20:43:32,440,281
20:43:33,422,264
20:43:34,378,254
20:43:35,411,275
20:43:36,421,266
20:43:37,425,273
20:43:38,394,264
20:43:39,445,280
20:43:40,419,252
20:43:41,399,266
20:43:42,391,235
20:43:43,386,250
20:43:44,414,264
20:43:45,411,258
20:43:46,437,282
20:43:47,422,261
20:43:48,376,252
20:43:49,355,246
20:43:50,380,246
20:43:51,392,259
